ID	cell_name	defination	description
CL:0000119	cerebellar Golgi cell	Large Intrinsic Neuron Located In The Granule Layer Of The Cerebellar Cortex That Extends Its Dendrites Into The Molecular Layer Where They Receive Contact From Parallel Fibers. The Axon Of The Golgi Cell Enters Ramifies Densely In The Granule Layer And Enters Into A Complex Arrangement With Mossy Fiber Terminals And Granule Cell Dendrites To Form The Cerebellar Glomerulus. Llinas, Walton And Lang. In The Synaptic Organization Of The Brain. 5Th Ed. 2004.	cerebellar Golgi cell Large Intrinsic Neuron Located In The Granule Layer Of The Cerebellar Cortex That Extends Its Dendrites Into The Molecular Layer Where They Receive Contact From Parallel Fibers. The Axon Of The Golgi Cell Enters Ramifies Densely In The Granule Layer And Enters Into A Complex Arrangement With Mossy Fiber Terminals And Granule Cell Dendrites To Form The Cerebellar Glomerulus. Llinas, Walton And Lang. In The Synaptic Organization Of The Brain. 5Th Ed. 2004.
CL:0000120	granule cell		granule cell
CL:0000121	Purkinje cell	The Output Neuron Of The Cerebellar Cortex.	Purkinje cell The Output Neuron Of The Cerebellar Cortex.
CL:0000122	stellate neuron		stellate neuron
CL:0000123	neuron associated cell (sensu Vertebrata)		neuron associated cell (sensu Vertebrata)
CL:0000124	glial cell (sensu Nematoda and Protostomia)		glial cell (sensu Nematoda and Protostomia)
CL:0000125	glial cell	A Non-Neuronal Cell Of The Nervous System. They Not Only Provide Physical Support, But Also Respond To Injury, Regulate The Ionic And Chemical Composition Of The Extracellular Milieu. Guide Neuronal Migration During Development, And Exchange Metabolites With Neurons.	glial cell A Non-Neuronal Cell Of The Nervous System. They Not Only Provide Physical Support, But Also Respond To Injury, Regulate The Ionic And Chemical Composition Of The Extracellular Milieu. Guide Neuronal Migration During Development, And Exchange Metabolites With Neurons.
CL:0000126	macroglial cell	A Neuroglial Cell Of Ectodermal Origin, I.E., The Astrocytes And Oligodendrocytes Considered Together.	macroglial cell A Neuroglial Cell Of Ectodermal Origin, I.E., The Astrocytes And Oligodendrocytes Considered Together.
CL:0000127	astrocyte	A Class Of Large Neuroglial (Macroglial) Cells In The Central Nervous System - The Largest And Most Numerous Neuroglial Cells In The Brain And Spinal Cord. Astrocytes (From 'Star' Cells) Are Irregularly Shaped With Many Long Processes, Including Those With 'End Feet' Which Form The Glial (Limiting) Membrane And Directly And Indirectly Contribute To The Blood-Brain Barrier. They Regulate The Extracellular Ionic And Chemical Environment, And 'Reactive Astrocytes' (Along With Microglia) Respond To Injury.	astrocyte A Class Of Large Neuroglial (Macroglial) Cells In The Central Nervous System - The Largest And Most Numerous Neuroglial Cells In The Brain And Spinal Cord. Astrocytes (From 'Star' Cells) Are Irregularly Shaped With Many Long Processes, Including Those With 'End Feet' Which Form The Glial (Limiting) Membrane And Directly And Indirectly Contribute To The Blood-Brain Barrier. They Regulate The Extracellular Ionic And Chemical Environment, And 'Reactive Astrocytes' (Along With Microglia) Respond To Injury.
CL:0000128	oligodendrocyte	A Class Of Large Neuroglial (Macroglial) Cells In The Central Nervous System. Form The Insulating Myelin Sheath Of Axons In The Central Nervous System.	oligodendrocyte A Class Of Large Neuroglial (Macroglial) Cells In The Central Nervous System. Form The Insulating Myelin Sheath Of Axons In The Central Nervous System.
CL:0000129	microglial cell	A Central Nervous System Macrophage Found In The Parenchyma Of The Central Nervous System. Marker Include Cd11B-Positive, F4/80-Positive, And Cd68-Positive.	microglial cell A Central Nervous System Macrophage Found In The Parenchyma Of The Central Nervous System. Marker Include Cd11B-Positive, F4/80-Positive, And Cd68-Positive.
CL:0000130	neuron associated cell (sensu Nematoda and Protostomia)		neuron associated cell (sensu Nematoda and Protostomia)
CL:0000131	gut endothelial cell		gut endothelial cell
CL:0000134	mesenchymal stem cell	A Connective Tissue Cell That Normally Gives Rise To Other Cells That Are Organized As Three-Dimensional Masses. This Cell Type Is Cd73-Positive, Cd90-Positive, Cd105-Positive, Cd45-Negative, Cd34-Negative, And Mhcii-Negative. They May Further Differentiate Into Osteoblasts, Adipocytes, Myocytes, Neurons, Or Chondroblasts In Vitro. Originally Described As Residing In The Bone Marrow, This Cell Type Is Now Known To Reside In Many, If Not All, Adult Organs.	mesenchymal stem cell A Connective Tissue Cell That Normally Gives Rise To Other Cells That Are Organized As Three-Dimensional Masses. This Cell Type Is Cd73-Positive, Cd90-Positive, Cd105-Positive, Cd45-Negative, Cd34-Negative, And Mhcii-Negative. They May Further Differentiate Into Osteoblasts, Adipocytes, Myocytes, Neurons, Or Chondroblasts In Vitro. Originally Described As Residing In The Bone Marrow, This Cell Type Is Now Known To Reside In Many, If Not All, Adult Organs.
CL:0000135	fibrocyte	An Inactive Fibroblast; Cytoplasm Is Sparse, Endoplasmic Reticulum Is Scanty With Flattened Nucleus. Term Used By Some Histologists; When Fibroblasts Become Relatively Inactive In Fiber Formation. However, This Cell Has The Potential For Fibrogenesis In Quiescent Connective Tissue Of The Adult, As Well As During Development, Other Histologists Prefer To Use The Term Fibroblast In All Circumstances. These Cells Represent ~0.5% Of Peripheral Blood Leukocytes.	fibrocyte An Inactive Fibroblast; Cytoplasm Is Sparse, Endoplasmic Reticulum Is Scanty With Flattened Nucleus. Term Used By Some Histologists; When Fibroblasts Become Relatively Inactive In Fiber Formation. However, This Cell Has The Potential For Fibrogenesis In Quiescent Connective Tissue Of The Adult, As Well As During Development, Other Histologists Prefer To Use The Term Fibroblast In All Circumstances. These Cells Represent ~0.5% Of Peripheral Blood Leukocytes.
CL:0000136	fat cell	A Fat-Storing Cell Found Mostly In The Abdominal Cavity And Subcutaneous Tissue Of Mammals. Fat Is Usually Stored In The Form Of Triglycerides.	fat cell A Fat-Storing Cell Found Mostly In The Abdominal Cavity And Subcutaneous Tissue Of Mammals. Fat Is Usually Stored In The Form Of Triglycerides.
CL:0000137	osteocyte	A Mature Osteoblast That Has Become Embedded In The Bone Matrix. They Occupy A Small Cavity, Called Lacuna, In The Matrix And Are Connected To Adjacent Osteocytes Via Protoplasmic Projections Called Canaliculi.	osteocyte A Mature Osteoblast That Has Become Embedded In The Bone Matrix. They Occupy A Small Cavity, Called Lacuna, In The Matrix And Are Connected To Adjacent Osteocytes Via Protoplasmic Projections Called Canaliculi.
CL:0000138	chondrocyte	Skeletogenic Cell That Is Terminally Differentiated, Secretes An Avascular, Gag-Rich Matrix, Is Embedded In Cartilage Tissue Matrix, Retains The Ability To Divide, And Develops From A Chondroblast Cell.	chondrocyte Skeletogenic Cell That Is Terminally Differentiated, Secretes An Avascular, Gag-Rich Matrix, Is Embedded In Cartilage Tissue Matrix, Retains The Ability To Divide, And Develops From A Chondroblast Cell.
CL:0000140	odontocyte	Skeletogenic Cell That Secretes Dentine Matrix, Is Derived From Odontogenic Papilla. Embedded In Dentine Tissue, And Is The Transformation Of A Non-Terminally Differentiated Odontoblast Cell.	odontocyte Skeletogenic Cell That Secretes Dentine Matrix, Is Derived From Odontogenic Papilla. Embedded In Dentine Tissue, And Is The Transformation Of A Non-Terminally Differentiated Odontoblast Cell.
CL:0000141	cementocyte	An Osteocytelike Cell With Numerous Processes, Trapped In A Lacuna In The Cement Of The Tooth.	cementocyte An Osteocytelike Cell With Numerous Processes, Trapped In A Lacuna In The Cement Of The Tooth.
CL:0000142	hyalocyte	A Cell Occurring In The Peripheral Part Of The Vitreous Body Of The Eye That May Be Responsible For Production Of Hyaluronic Acid And Collagen.	hyalocyte A Cell Occurring In The Peripheral Part Of The Vitreous Body Of The Eye That May Be Responsible For Production Of Hyaluronic Acid And Collagen.
CL:0000143	guidepost cell		guidepost cell
CL:0000144	obsolete cell by function	Obsolete: A Classification Of Cells By Their Primary End Goal Or Behavior.	obsolete cell by function Obsolete: A Classification Of Cells By Their Primary End Goal Or Behavior.
CL:0000145	professional antigen presenting cell	A Cell Capable Of Processing And Presenting Lipid And Protein Antigens To T Cells In Order To Initiate An Immune Response.	professional antigen presenting cell A Cell Capable Of Processing And Presenting Lipid And Protein Antigens To T Cells In Order To Initiate An Immune Response.
CL:0000146	simple columnar epithelial cell		simple columnar epithelial cell
CL:0000147	pigment cell	A Pigment Cell Is A Cell That Contains Pigment Granules.	pigment cell A Pigment Cell Is A Cell That Contains Pigment Granules.
CL:0000148	melanocyte	A Pigment Cell Derived From The Neural Crest. Contains Melanin-Filled Pigment Granules, Which Gives A Brown To Black Appearance.	melanocyte A Pigment Cell Derived From The Neural Crest. Contains Melanin-Filled Pigment Granules, Which Gives A Brown To Black Appearance.
CL:0000149	visual pigment cell		visual pigment cell
CL:0000150	glandular epithelial cell	A Specialized Epithelial Cell That Is Capable Of Synthesizing And Secreting Certain Biomolecules.	glandular epithelial cell A Specialized Epithelial Cell That Is Capable Of Synthesizing And Secreting Certain Biomolecules.
CL:0000151	secretory cell	A Cell That Specializes In Controlled Release Of One Or More Substances.	secretory cell A Cell That Specializes In Controlled Release Of One Or More Substances.
CL:0000152	exocrine cell	A Cell Of An Exocrine Gland; I.E. A Gland That Discharges Its Secretion Via A Duct.	exocrine cell A Cell Of An Exocrine Gland; I.E. A Gland That Discharges Its Secretion Via A Duct.
CL:0000153	glycosaminoglycan secreting cell	A Cell That Secretes Glycosaminoglycans.	glycosaminoglycan secreting cell A Cell That Secretes Glycosaminoglycans.
CL:0000154	protein secreting cell		protein secreting cell
CL:0000155	peptic cell	A Cell That Is Usually Basal In Position, Cuboidal With Round Nucleus, Short Microvilli, Secretes Pepsinogen.	peptic cell A Cell That Is Usually Basal In Position, Cuboidal With Round Nucleus, Short Microvilli, Secretes Pepsinogen.
CL:0000156	obsolete antibody secreting cell	Obsolete: A Cell Of The Lymphoid Series That Can React With Antigen To Produce Specific Cell Products Called Antibodies. Various Cell Subpopulations, Often B Cells, Can Be Defined, Based On The Different Classes Of Immunoglobulins That They Synthesize.	obsolete antibody secreting cell Obsolete: A Cell Of The Lymphoid Series That Can React With Antigen To Produce Specific Cell Products Called Antibodies. Various Cell Subpopulations, Often B Cells, Can Be Defined, Based On The Different Classes Of Immunoglobulins That They Synthesize.
CL:0000157	surfactant secreting cell	A Cell That Specializes In Secretion Of Surfactant In The Alveoli Of The Lung.	surfactant secreting cell A Cell That Specializes In Secretion Of Surfactant In The Alveoli Of The Lung.
CL:0000158	club cell	Epithelial Progenitor Cell Of The Lung. Club Cells Are Dome-Shaped With Short Microvilli But No Cilia. They Function To Protect The Bronchiolar Epithelium. Club Cells Also Multiply And Differentiate Into Ciliated Cells To Regenerate The Bronchiolar Epithelium.	club cell Epithelial Progenitor Cell Of The Lung. Club Cells Are Dome-Shaped With Short Microvilli But No Cilia. They Function To Protect The Bronchiolar Epithelium. Club Cells Also Multiply And Differentiate Into Ciliated Cells To Regenerate The Bronchiolar Epithelium.
CL:0000159	seromucus secreting cell		seromucus secreting cell
CL:0000160	goblet cell	A Cell Of The Epithelial Lining That Produce And Secrete Mucins.	goblet cell A Cell Of The Epithelial Lining That Produce And Secrete Mucins.
CL:0000161	acid secreting cell		acid secreting cell
CL:0000162	parietal cell	A Large, Oval Stomach Epithelial Cell With A Central Nucleus; Source Of Gastric Acid. Secretes Hcl.	parietal cell A Large, Oval Stomach Epithelial Cell With A Central Nucleus; Source Of Gastric Acid. Secretes Hcl.
CL:0000163	endocrine cell	A Cell Of An Endocrine Gland, Ductless Glands That Secrete Substances Which Are Released Directly Into The Circulation And Which Influence Metabolism And Other Body Functions.	endocrine cell A Cell Of An Endocrine Gland, Ductless Glands That Secrete Substances Which Are Released Directly Into The Circulation And Which Influence Metabolism And Other Body Functions.
CL:0000164	enteroendocrine cell	An Endocrine Cell That Is Located In The Epithelium Of The Gastrointestinal Tract Or In The Pancreas.	enteroendocrine cell An Endocrine Cell That Is Located In The Epithelium Of The Gastrointestinal Tract Or In The Pancreas.
CL:0000165	neuroendocrine cell	An Endocrine Cell That Has The Specialized Function To Produce And Secrete Hormones In Response To Neuronal Signals.	neuroendocrine cell An Endocrine Cell That Has The Specialized Function To Produce And Secrete Hormones In Response To Neuronal Signals.
CL:0000166	chromaffin cell	A Cell That Stores Epinephrine Secretory Vesicles. During Times Of Stress, The Nervous System Signals The Vesicles To Secrete Their Hormonal Content. Their Name Derives From Their Ability To Stain A Brownish Color With Chromic Salts. Characteristically, They Are Located In The Adrenal Medulla And Paraganglia Of The Sympathetic Nervous System.	chromaffin cell A Cell That Stores Epinephrine Secretory Vesicles. During Times Of Stress, The Nervous System Signals The Vesicles To Secrete Their Hormonal Content. Their Name Derives From Their Ability To Stain A Brownish Color With Chromic Salts. Characteristically, They Are Located In The Adrenal Medulla And Paraganglia Of The Sympathetic Nervous System.
CL:0000167	peptide hormone secreting cell		peptide hormone secreting cell
CL:0000168	insulin secreting cell		insulin secreting cell
CL:0000169	type B pancreatic cell	A Cell That Secretes Insulin And Is Located Towards The Center Of The Islets Of Langerhans.	type B pancreatic cell A Cell That Secretes Insulin And Is Located Towards The Center Of The Islets Of Langerhans.
CL:0000170	glucagon secreting cell	A Cell That Secretes Glucagon.	glucagon secreting cell A Cell That Secretes Glucagon.
CL:0000171	pancreatic A cell	A Type Of Enteocrine Cell Found In The Periphery Of The Islets Of Langerhans That Secretes Glucagon.	pancreatic A cell A Type Of Enteocrine Cell Found In The Periphery Of The Islets Of Langerhans That Secretes Glucagon.
CL:0000172	somatostatin secreting cell		somatostatin secreting cell
CL:0000173	pancreatic D cell	A D Cell Located In The Pancreas. Peripherally Placed Within The Islets Like Type A Cells; Contains Somatostatin.	pancreatic D cell A D Cell Located In The Pancreas. Peripherally Placed Within The Islets Like Type A Cells; Contains Somatostatin.
CL:0000174	steroid hormone secreting cell		steroid hormone secreting cell
